src,trg,weight
Salazar Slytherin,Ronald Weasley,1
Salazar Slytherin,Hermione Granger,1
Salazar Slytherin,Helga Hufflepuff,1
Salazar Slytherin,Gryffindor Lad,1
Salazar Slytherin,Violet,2
Salazar Slytherin,Albus Dumbledore,2
Colin Creevey,Ronald Weasley,1
Colin Creevey,Hermione Granger,1
Colin Creevey,Ginevra Weasley,1
Colin Creevey,Lucius Malfoy,1
Colin Creevey,Gilderoy Lockhart,2
Colin Creevey,George III,1
Colin Creevey,Fred Weasley,2
Astoria Malfoy,Borgin,1
Cornelius Fudge,Ronald Weasley,2
Cornelius Fudge,Albus Dumbledore,1
Rowena Ravenclaw,Helga Hufflepuff,2
Rowena Ravenclaw,Gryffindor Lad,1
Rowena Ravenclaw,Blythe Parkin,1
Seamus Finnigan,Ronald Weasley,1
Seamus Finnigan,Gilderoy Lockhart,1
Seamus Finnigan,Neville Longbottom,3
Seamus Finnigan,Chrisp,1
Louis Weasley,Ronald Weasley,10
Louis Weasley,Hermione Granger,1
Louis Weasley,Ginevra Weasley,6
Louis Weasley,Gilderoy Lockhart,2
Louis Weasley,Celestina Warbeck,1
Louis Weasley,Albus Dumbledore,1
Louis Weasley,Minerva McGonagall,1
Louis Weasley,George III,2
Louis Weasley,Dark Witch in Knockturn Alley,1
Louis Weasley,Fred Weasley,2
Louis Weasley,William Weasley,1
Louis Weasley,Percy Weasley,4
Hannah Abbott,Ernest Macmillan,4
Hannah Abbott,Draco Malfoy,1
Dobby,Ronald Weasley,5
Dobby,Hermione Granger,6
Dobby,Vernon Dursley,1
Dobby,Lucius Malfoy,3
Dobby,Albus Dumbledore,3
Ronald Weasley,Hermione Granger,70
Ronald Weasley,Nick Alas,1
Ronald Weasley,Helga Hufflepuff,1
Ronald Weasley,Ginevra Weasley,14
Ronald Weasley,Rubeus Hagrid,7
Ronald Weasley,Vernon Dursley,2
Ronald Weasley,Blythe Parkin,1
Ronald Weasley,Lucius Malfoy,28
Ronald Weasley,Crabbe,3
Ronald Weasley,Gilderoy Lockhart,18
Ronald Weasley,Severus Snape,11
Ronald Weasley,Albus Dumbledore,4
Ronald Weasley,Minerva McGonagall,4
Ronald Weasley,George III,5
Ronald Weasley,Draco Malfoy,1
Ronald Weasley,Alicia Spinnet,1
Ronald Weasley,Fawkes,1
Ronald Weasley,Fred Weasley,5
Ronald Weasley,Neville Longbottom,5
Ronald Weasley,William Weasley,1
Ronald Weasley,Fang,5
Ronald Weasley,Percy Weasley,5
Ronald Weasley,Errol,1
Ronald Weasley,Aragog,2
Hermione Granger,Nick Alas,1
Hermione Granger,Millicent Bulstrode,6
Hermione Granger,Helga Hufflepuff,1
Hermione Granger,Ginevra Weasley,5
Hermione Granger,Rubeus Hagrid,7
Hermione Granger,Vernon Dursley,2
Hermione Granger,Lucius Malfoy,5
Hermione Granger,Gilderoy Lockhart,4
Hermione Granger,Severus Snape,2
Hermione Granger,Violet,1
Hermione Granger,Filius Flitwick,2
Hermione Granger,Albus Dumbledore,1
Hermione Granger,Minerva McGonagall,2
Hermione Granger,Tom,1
Hermione Granger,Percy Weasley,1
Nick Alas,Ernest Macmillan,3
Nick Alas,Minerva McGonagall,1
Helga Hufflepuff,Ernest Macmillan,2
Helga Hufflepuff,Gryffindor Lad,1
Helga Hufflepuff,Blythe Parkin,1
Ernest Macmillan,Minerva McGonagall,1
Gryffindor Lad,Oliver Wood,1
Ginevra Weasley,Lucius Malfoy,3
Ginevra Weasley,George III,4
Ginevra Weasley,Fawkes,1
Ginevra Weasley,Fred Weasley,2
Ginevra Weasley,William Weasley,1
Ginevra Weasley,Percy Weasley,3
Rubeus Hagrid,Gilderoy Lockhart,1
Rubeus Hagrid,Albus Dumbledore,5
Rubeus Hagrid,George III,1
Rubeus Hagrid,Tom,1
Rubeus Hagrid,Dark Witch in Knockturn Alley,1
Rubeus Hagrid,Fred Weasley,1
Rubeus Hagrid,Armando Dippet,2
Rubeus Hagrid,Aragog,1
Vernon Dursley,George III,1
Vernon Dursley,Fred Weasley,1
Oliver Wood,Blythe Parkin,1
Oliver Wood,Minerva McGonagall,2
Oliver Wood,Rolanda Hooch,2
Oliver Wood,Fred Weasley,2
Lucius Malfoy,Gilderoy Lockhart,1
Lucius Malfoy,Severus Snape,2
Lucius Malfoy,Albus Dumbledore,7
Lucius Malfoy,Arthur,1
Lucius Malfoy,Draco Malfoy,3
Lucius Malfoy,Borgin,5
Lucius Malfoy,Goyle,1
Lucius Malfoy,Dudley Dursley,1
Gilderoy Lockhart,Severus Snape,7
Gilderoy Lockhart,Albus Dumbledore,5
Gilderoy Lockhart,Neville Longbottom,2
Severus Snape,Filius Flitwick,2
Severus Snape,Minerva McGonagall,2
Severus Snape,Neville Longbottom,1
Violet,Albus Dumbledore,2
Violet,Tom,1
Filius Flitwick,Minerva McGonagall,1
Filius Flitwick,Rolanda Hooch,1
Albus Dumbledore,Minerva McGonagall,3
Albus Dumbledore,Tom,2
Albus Dumbledore,Armando Dippet,1
Arthur,Mullet,1
Lavender Brown,Neville Longbottom,1
Rolanda Hooch,George III,1
George III,Alicia Spinnet,1
George III,Fred Weasley,18
George III,Penelope Clearwater,1
George III,Adrian Pucey,1
George III,William Weasley,1
George III,Percy Weasley,2
Draco Malfoy,Borgin,1
Tom,Armando Dippet,3
Tom,Percy Weasley,1
Alicia Spinnet,Fred Weasley,2
Angelina Johnson,Katie Bell,1
Fred Weasley,Percy Weasley,5
Charles Weasley,William Weasley,1
